"Year","Group","Pct","Side","Amount","GroupName","PctMil","perPerson","Ratio"
1972,"Top.10",0.006965575,"Top",10,"90-10",69655.75,6965.575,0.0631299111307244
1973,"Top.10",0.00690655,"Top",10,"90-10",69065.5,6906.55,0.0625912395253438
1974,"Top.10",0.006852375,"Top",10,"90-10",68523.75,6852.375,0.0620968861502337
1975,"Top.10",0.006820775,"Top",10,"90-10",68207.75,6820.775,0.0618085572621598
1976,"Top.10",0.00677095,"Top",10,"90-10",67709.5,6770.95,0.0613539746949608
1977,"Top.10",0.006718475,"Top",10,"90-10",67184.75,6718.475,0.0608752639388919
1978,"Top.10",0.0066777,"Top",10,"90-10",66777,6677.7,0.060503323040266
1979,"Top.10",0.0067419,"Top",10,"90-10",67419,6741.9,0.0610889556299616
1980,"Top.10",0.006713,"Top",10,"90-10",67130,6713,0.060825320375682
1981,"Top.10",0.0066953,"Top",10,"90-10",66953,6695.3,0.0606638627603393
1982,"Top.10",0.0065913,"Top",10,"90-10",65913,6591.3,0.0597153014665565
1983,"Top.10",0.0065004,"Top",10,"90-10",65004,6500.4,0.0588863850574273
1984,"Top.10",0.0064382,"Top",10,"90-10",64382,6438.2,0.0583192711313982
1985,"Top.10",0.0063684,"Top",10,"90-10",63684,6368.4,0.0576829480865947
1986,"Top.10",0.0063614,"Top",10,"90-10",63614,6361.4,0.0576191383869346
1987,"Top.10",0.0064254,"Top",10,"90-10",64254,6425.4,0.0582025748242759
1988,"Top.10",0.0065338,"Top",10,"90-10",65338,6533.8,0.0591909417753719
1989,"Top.10",0.0065233,"Top",10,"90-10",65233,6523.3,0.0590951956900449
1990,"Top.10",0.0065734,"Top",10,"90-10",65734,6573.4,0.0595520595079697
1991,"Top.10",0.0065498,"Top",10,"90-10",65498,6549.8,0.0593368444638695
1992,"Top.10",0.0067095,"Top",10,"90-10",67095,6709.5,0.0607933932721596
1993,"Top.10",0.0067458,"Top",10,"90-10",67458,6745.8,0.0611245338806521
1994,"Top.10",0.0067376,"Top",10,"90-10",67376,6737.6,0.0610497286517641
1995,"Top.10",0.0067608,"Top",10,"90-10",67608,6760.8,0.061261375910254
1996,"Top.10",0.00680320024490356,"Top",10,"90-10",68032.0024490356,6803.20024490356,0.0616482073031547
1997,"Top.10",0.00686060011386871,"Top",10,"90-10",68606.0011386871,6860.60011386871,0.0621719378285645
1998,"Top.10",0.00691680014133453,"Top",10,"90-10",69168.0014133453,6916.80014133453,0.0626847793627667
1999,"Top.10",0.00695179998874664,"Top",10,"90-10",69517.9998874664,6951.79998874664,0.0630041924430363
2000,"Top.10",0.00698469996452332,"Top",10,"90-10",69846.9996452332,6984.69996452332,0.0633044623566868
2001,"Top.10",0.00692030012607574,"Top",10,"90-10",69203.0012607574,6920.30012607574,0.0627167196576355
2002,"Top.10",0.00690199971199036,"Top",10,"90-10",69019.9971199036,6901.99971199036,0.0625497155264619
2003,"Top.10",0.00692709982395172,"Top",10,"90-10",69270.9982395172,6927.09982395172,0.0627787732446565
2004,"Top.10",0.00699720025062561,"Top",10,"90-10",69972.0025062561,6997.20025062561,0.0634185545816435
2005,"Top.10",0.00699410021305084,"Top",10,"90-10",69941.0021305084,6994.10021305084,0.063390259746657
2006,"Top.10",0.00706610023975372,"Top",10,"90-10",70661.0023975372,7066.10023975372,0.0640474679866798
2007,"Top.10",0.00716409981250763,"Top",10,"90-10",71640.9981250763,7164.09981250763,0.0649421503597851
2008,"Top.10",0.00746290028095245,"Top",10,"90-10",74629.0028095245,7462.90028095245,0.0676711253892518
2009,"Top.10",0.00750760018825531,"Top",10,"90-10",75076.0018825531,7507.60018825531,0.0680795154775131
2010,"Top.10",0.00757369995117188,"Top",10,"90-10",75736.9995117188,7573.69995117188,0.068683487687895
2011,"Top.10",0.00759769976139069,"Top",10,"90-10",75976.9976139069,7597.69976139069,0.0689028006445324
2012,"Top.10",0.0077240002155304,"Top",10,"90-10",77240.002155304,7724.0002155304,0.0700571231742711
1917,"Top.5",0.00673100371870463,"Top",5,"95-5",67310.0371870463,13462.0074374093,0.128755725925396
1918,"Top.5",0.00646856220264751,"Top",5,"95-5",64685.6220264751,12937.124405295,0.123702861504591
1919,"Top.5",0.00672270933300613,"Top",5,"95-5",67227.0933300613,13445.4186660123,0.128595990794619
1920,"Top.5",0.00627439428605651,"Top",5,"95-5",62743.9428605651,12548.788572113,0.119966206717019
1921,"Top.5",0.0062983903109177,"Top",5,"95-5",62983.903109177,12596.7806218354,0.120427917938947
1922,"Top.5",0.00651962468220256,"Top",5,"95-5",65196.2468220256,13039.2493644051,0.124685773407677
1923,"Top.5",0.00634456089421467,"Top",5,"95-5",63445.6089421467,12689.1217884293,0.121316355998173
1924,"Top.5",0.00652256869840396,"Top",5,"95-5",65225.6869840396,13045.1373968079,0.124742446446228
1925,"Top.5",0.00707850873633704,"Top",5,"95-5",70785.0873633704,14157.0174726741,0.135450453206769
1926,"Top.5",0.00724376892411192,"Top",5,"95-5",72437.6892411192,14487.5378482238,0.138635855661132
1927,"Top.5",0.00733310294841533,"Top",5,"95-5",73331.0294841533,14666.2058968307,0.140358217276838
1928,"Top.5",0.00741023170037541,"Top",5,"95-5",74102.3170037541,14820.4634007508,0.141845510404891
1929,"Top.5",0.00740589916044007,"Top",5,"95-5",74058.9916044007,14811.7983208801,0.14176195882017
1930,"Top.5",0.00746936684855453,"Top",5,"95-5",74693.6684855453,14938.7336971091,0.142985984897941
1931,"Top.5",0.00739464797173981,"Top",5,"95-5",73946.4797173981,14789.2959434796,0.141544986812701
1932,"Top.5",0.00742758466435708,"Top",5,"95-5",74275.8466435708,14855.1693287142,0.142180163827203
1933,"Top.5",0.00748341798369022,"Top",5,"95-5",74834.1798369022,14966.8359673804,0.143256993652704
1934,"Top.5",0.00734505159541242,"Top",5,"95-5",73450.5159541242,14690.1031908248,0.140588610913725
1935,"Top.5",0.00718312671267441,"Top",5,"95-5",71831.2671267441,14366.2534253488,0.137466849338404
1936,"Top.5",0.00719043116308307,"Top",5,"95-5",71904.3116308307,14380.8623261661,0.137607650436556
1937,"Top.5",0.00682536247354004,"Top",5,"95-5",68253.6247354004,13650.7249470801,0.130573095704738
1938,"Top.5",0.00661813078777985,"Top",5,"95-5",66181.3078777985,13236.2615755597,0.126582222672874
1939,"Top.5",0.0067114727442694,"Top",5,"95-5",67114.727442694,13422.9454885388,0.128379598316138
1940,"Top.5",0.00638655350800486,"Top",5,"95-5",63865.5350800486,12773.1070160097,0.122124471121547
1941,"Top.5",0.00620618549418751,"Top",5,"95-5",62061.8549418751,12412.370988375,0.118653912580649
1942,"Top.5",0.00604379301805969,"Top",5,"95-5",60437.9301805969,12087.5860361194,0.11553030861572
1943,"Top.5",0.00615577027876232,"Top",5,"95-5",61557.7027876232,12311.5405575246,0.117684071405526
1944,"Top.5",0.0061608083390531,"Top",5,"95-5",61608.083390531,12321.6166781062,0.117780984513582
1945,"Top.5",0.00623724739086127,"Top",5,"95-5",62372.4739086127,12474.4947817225,0.119251501543221
1946,"Top.5",0.00608882936124624,"Top",5,"95-5",60888.2936124624,12177.6587224925,0.116396476145177
1947,"Top.5",0.00590027916194625,"Top",5,"95-5",59002.7916194625,11800.5583238925,0.112770682585516
1948,"Top.5",0.00576477585094697,"Top",5,"95-5",57647.7585094697,11529.5517018939,0.110165822440799
1949,"Top.5",0.00562335235894006,"Top",5,"95-5",56233.5235894006,11246.7047178801,0.107447912290905
1950,"Top.5",0.00572974229359967,"Top",5,"95-5",57297.4229359967,11459.4845871993,0.109492467198532
1951,"Top.5",0.0057210932385617,"Top",5,"95-5",57210.932385617,11442.1864771234,0.109326237128707
1952,"Top.5",0.00565862779521635,"Top",5,"95-5",56586.2779521635,11317.2555904327,0.108125771605698
1953,"Top.5",0.00554150757351892,"Top",5,"95-5",55415.0757351892,11083.0151470378,0.105875352967176
1954,"Top.5",0.0055105288585965,"Top",5,"95-5",55105.288585965,11021.057717193,0.105280197882001
1955,"Top.5",0.00550140790526085,"Top",5,"95-5",55014.0790526085,11002.8158105217,0.105104975543292
1956,"Top.5",0.00559602460984686,"Top",5,"95-5",55960.2460984686,11192.0492196937,0.106922810264686
1957,"Top.5",0.00571541833354618,"Top",5,"95-5",57154.1833354618,11430.8366670924,0.109217170154014
1958,"Top.5",0.00569442448074372,"Top",5,"95-5",56944.2448074372,11388.8489614874,0.108813696511385
1959,"Top.5",0.00579766953236343,"Top",5,"95-5",57976.6953236343,11595.3390647269,0.110798091836188
1960,"Top.5",0.00580602262366819,"Top",5,"95-5",58060.2262366819,11612.0452473364,0.110958658330253
1961,"Top.5",0.00577454810522408,"Top",5,"95-5",57745.4810522408,11549.0962104482,0.110353656497288
1962,"Top.5",0.0058259,"Top",5,"95-5",58259,11651.8,0.111340760134467
1963,"Top.5",0.00576845,"Top",5,"95-5",57684.5,11536.9,0.110236443412
1964,"Top.5",0.005711,"Top",5,"95-5",57110,11422,0.109132254304332
1965,"Top.5",0.0056455,"Top",5,"95-5",56455,11291,0.107873499843366
1966,"Top.5",0.00558,"Top",5,"95-5",55800,11160,0.106614911204521
1967,"Top.5",0.0054681,"Top",5,"95-5",54681,10936.2,0.104465125754136
1968,"Top.5",0.0055734,"Top",5,"95-5",55734,11146.8,0.106488100780892
1969,"Top.5",0.0053856,"Top",5,"95-5",53856,10771.2,0.102880473075797
1970,"Top.5",0.0054718,"Top",5,"95-5",54718,10943.6,0.104536201185648
1971,"Top.5",0.0054061,"Top",5,"95-5",54061,10812.2,0.103274210710522
1972,"Top.5",0.005379,"Top",5,"95-5",53790,10758,0.102753712218021
1973,"Top.5",0.0052715,"Top",5,"95-5",52715,10543,0.100689283558277
1974,"Top.5",0.005192,"Top",5,"95-5",51920,10384,0.0991628535355566
1975,"Top.5",0.0052133,"Top",5,"95-5",52133,10426.6,0.0995717976527028
1976,"Top.5",0.0050486,"Top",5,"95-5",50486,10097.2,0.0964101362136884
1977,"Top.5",0.0051241,"Top",5,"95-5",51241,10248.2,0.0978593410494716
1978,"Top.5",0.0049384,"Top",5,"95-5",49384,9876.8,0.0942952677502579
1979,"Top.5",0.005104,"Top",5,"95-5",51040,10208,0.0974735047683376
1980,"Top.5",0.0050713,"Top",5,"95-5",50713,10142.6,0.096845834279381
1981,"Top.5",0.0051073,"Top",5,"95-5",51073,10214.6,0.0975368499537689
1982,"Top.5",0.005046,"Top",5,"95-5",50460,10092,0.0963602337394493
1983,"Top.5",0.0049377,"Top",5,"95-5",49377,9875.4,0.0942818354187472
1984,"Top.5",0.0048963,"Top",5,"95-5",48963,9792.6,0.0934874425650312
1985,"Top.5",0.0048637,"Top",5,"95-5",48637,9727.4,0.092861952679246
1986,"Top.5",0.0048647,"Top",5,"95-5",48647,9729.4,0.0928811388762915
1987,"Top.5",0.0049508,"Top",5,"95-5",49508,9901.6,0.0945332150410251
1988,"Top.5",0.0050858,"Top",5,"95-5",50858,10171.6,0.0971241540225278
1989,"Top.5",0.0050759,"Top",5,"95-5",50759,10151.8,0.0969341279400107
1990,"Top.5",0.0051163,"Top",5,"95-5",51163,10232.6,0.0977096116862705
1991,"Top.5",0.0050997,"Top",5,"95-5",50997,10199.4,0.0973909647026943
1992,"Top.5",0.0052676,"Top",5,"95-5",52676,10535.2,0.100614396394447
1993,"Top.5",0.0053025,"Top",5,"95-5",53025,10605,0.101284561386753
1994,"Top.5",0.0052962,"Top",5,"95-5",52962,10592.4,0.101163582565986
1995,"Top.5",0.0053148,"Top",5,"95-5",53148,10629.6,0.101520762548794
1996,"Top.5",0.00537479996681213,"Top",5,"95-5",53747.9996681213,10749.5999336243,0.102673046456115
1997,"Top.5",0.00545109987258911,"Top",5,"95-5",54510.9987258911,10902.1997451782,0.104138567310189
1998,"Top.5",0.00554090023040771,"Top",5,"95-5",55409.0023040771,11081.8004608154,0.105863684491537
1999,"Top.5",0.00560209989547729,"Top",5,"95-5",56020.9989547729,11204.1997909546,0.107039544233632
2000,"Top.5",0.00566349983215332,"Top",5,"95-5",56634.9983215332,11326.9996643066,0.108219397349638
2001,"Top.5",0.00557539999485016,"Top",5,"95-5",55753.9999485016,11150.7999897003,0.106526527905288
2002,"Top.5",0.00552169978618622,"Top",5,"95-5",55216.9978618622,11043.3995723724,0.105494806588522
2003,"Top.5",0.00554679989814758,"Top",5,"95-5",55467.9989814758,11093.5997962952,0.105977031452068
2004,"Top.5",0.00564679980278015,"Top",5,"95-5",56467.9980278015,11293.5996055603,0.107898477353463
2005,"Top.5",0.00565490007400513,"Top",5,"95-5",56549.0007400513,11309.8001480103,0.108054136752013
2006,"Top.5",0.00574919998645782,"Top",5,"95-5",57491.9998645782,11498.3999729156,0.109866443900483
2007,"Top.5",0.00585520029067993,"Top",5,"95-5",58552.0029067993,11710.4005813599,0.111904026008532
2008,"Top.5",0.00613829970359802,"Top",5,"95-5",61382.9970359802,12276.599407196,0.117348011633389
2009,"Top.5",0.00615339994430542,"Top",5,"95-5",61533.9994430542,12306.7998886108,0.117638475530581
2010,"Top.5",0.00625970005989075,"Top",5,"95-5",62597.0005989075,12519.4001197815,0.119683483848941
2011,"Top.5",0.00629779994487762,"Top",5,"95-5",62977.9994487762,12595.5998897552,0.120416558347196
2012,"Top.5",0.00646390020847321,"Top",5,"95-5",64639.0020847321,12927.8004169464,0.123613126877585
1917,"Top.1",0.00410817423975098,"Top",1,"99-1",41081.7423975098,41081.7423975098,0.408386974584184
1918,"Top.1",0.00373897113250468,"Top",1,"99-1",37389.7113250468,37389.7113250468,0.371547346922465
1919,"Top.1",0.00399732353525344,"Top",1,"99-1",39973.2353525344,39973.2353525344,0.39732325960682
1920,"Top.1",0.00355994224270234,"Top",1,"99-1",35599.4224270234,35599.4224270234,0.353693410139252
1921,"Top.1",0.00359489150459351,"Top",1,"99-1",35948.9150459351,35948.9150459351,0.357178276105153
1922,"Top.1",0.0039093978552263,"Top",1,"99-1",39093.978552263,39093.978552263,0.388549381787212
1923,"Top.1",0.00347459736109986,"Top",1,"99-1",34745.9736109986,34745.9736109986,0.345184515957123
1924,"Top.1",0.00367926094180135,"Top",1,"99-1",36792.6094180135,36792.6094180135,0.365591941388923
1925,"Top.1",0.00430548091307408,"Top",1,"99-1",43054.8091307408,43054.8091307408,0.428085725313832
1926,"Top.1",0.00451255989660194,"Top",1,"99-1",45125.5989660194,45125.5989660194,0.448768524610607
1927,"Top.1",0.00494607909466615,"Top",1,"99-1",49460.7909466615,49460.7909466615,0.492095774997236
1928,"Top.1",0.00514098061715649,"Top",1,"99-1",51409.8061715649,51409.8061715649,0.511587140672678
1929,"Top.1",0.00505533209731026,"Top",1,"99-1",50553.3209731026,50553.3209731026,0.50302081490492
1930,"Top.1",0.00489513409285756,"Top",1,"99-1",48951.3409285756,48951.3409285756,0.487002216345428
1931,"Top.1",0.00479656896212023,"Top",1,"99-1",47965.6896212023,47965.6896212023,0.477149005359316
1932,"Top.1",0.00470348965570125,"Top",1,"99-1",47034.8965570125,47034.8965570125,0.467845984663751
1933,"Top.1",0.00470753447574121,"Top",1,"99-1",47075.3447574121,47075.3447574121,0.468250217138834
1934,"Top.1",0.00472145547068807,"Top",1,"99-1",47214.5547068807,47214.5547068807,0.469641482947041
1935,"Top.1",0.0045274818369984,"Top",1,"99-1",45274.818369984,45274.818369984,0.45025924240477
1936,"Top.1",0.00451933053247541,"Top",1,"99-1",45193.3053247541,45193.3053247541,0.449444912832294
1937,"Top.1",0.00453153571020033,"Top",1,"99-1",45315.3571020033,45315.3571020033,0.450664236390346
1938,"Top.1",0.00406660961242877,"Top",1,"99-1",40666.0961242877,40666.0961242877,0.404238230705145
1939,"Top.1",0.00419464053205291,"Top",1,"99-1",41946.4053205291,41946.4053205291,0.417018656030446
1940,"Top.1",0.00379293085603151,"Top",1,"99-1",37929.3085603151,37929.3085603151,0.376929823505251
1941,"Top.1",0.0035035574331191,"Top",1,"99-1",35035.574331191,35035.574331191,0.348071674982936
1942,"Top.1",0.00346028574421889,"Top",1,"99-1",34602.8574421889,34602.8574421889,0.343757788853905
1943,"Top.1",0.00350529643706763,"Top",1,"99-1",35052.9643706763,35052.9643706763,0.348245049400586
1944,"Top.1",0.0034463177591038,"Top",1,"99-1",34463.177591038,34463.177591038,0.342365357964531
1945,"Top.1",0.00343978019095201,"Top",1,"99-1",34397.8019095201,34397.8019095201,0.341713658778694
1946,"Top.1",0.0031831027415762,"Top",1,"99-1",31831.027415762,31831.027415762,0.316133456688734
1947,"Top.1",0.00302310862210113,"Top",1,"99-1",30231.0862210113,30231.0862210113,0.300195276516764
1948,"Top.1",0.00299211416246598,"Top",1,"99-1",29921.1416246598,29921.1416246598,0.29710828398844
1949,"Top.1",0.00290557773139919,"Top",1,"99-1",29055.7773139919,29055.7773139919,0.288490426768259
1950,"Top.1",0.00305304163393099,"Top",1,"99-1",30530.4163393099,30530.4163393099,0.303176732947295
1951,"Top.1",0.00300093887833752,"Top",1,"99-1",30009.3887833752,30009.3887833752,0.297987190300033
1952,"Top.1",0.00297001931221689,"Top",1,"99-1",29700.1931221689,29700.1931221689,0.29490779375224
1953,"Top.1",0.00283302583954548,"Top",1,"99-1",28330.2583954548,28330.2583954548,0.281266393074378
1954,"Top.1",0.00288182783044313,"Top",1,"99-1",28818.2783044313,28818.2783044313,0.28612551969954
1955,"Top.1",0.00290640817702411,"Top",1,"99-1",29064.0817702411,29064.0817702411,0.288573120803359
1956,"Top.1",0.00294183353764475,"Top",1,"99-1",29418.3353764475,29418.3353764475,0.292100832251522
1957,"Top.1",0.00291764782779603,"Top",1,"99-1",29176.4782779603,29176.4782779603,0.289692355222752
1958,"Top.1",0.0028853538016803,"Top",1,"99-1",28853.538016803,28853.538016803,0.28647661275004
1959,"Top.1",0.00294097483652153,"Top",1,"99-1",29409.7483652153,29409.7483652153,0.292015318519276
1960,"Top.1",0.00293767548772779,"Top",1,"99-1",29376.7548772779,29376.7548772779,0.291686754313292
1961,"Top.1",0.0029446265538305,"Top",1,"99-1",29446.265538305,29446.265538305,0.292378975724921
1962,"Top.1",0.0029621,"Top",1,"99-1",29621,29621,0.294119110216372
1963,"Top.1",0.00290845,"Top",1,"99-1",29084.5,29084.5,0.288776441842276
1964,"Top.1",0.0028548,"Top",1,"99-1",28548,28548,0.283434348377749
1965,"Top.1",0.00284475,"Top",1,"99-1",28447.5,28447.5,0.282433703277398
1966,"Top.1",0.0028347,"Top",1,"99-1",28347,28347,0.281433078347191
1967,"Top.1",0.002779,"Top",1,"99-1",27790,27790,0.275887691895778
1968,"Top.1",0.0028639,"Top",1,"99-1",28639,28639,0.284340422536101
1969,"Top.1",0.0027878,"Top",1,"99-1",27878,27878,0.276763762015748
1970,"Top.1",0.0027554,"Top",1,"99-1",27554,27554,0.273538307452354
1971,"Top.1",0.0026989,"Top",1,"99-1",26989,26989,0.267914173563029
1972,"Top.1",0.0026495,"Top",1,"99-1",26495,26495,0.262997311376492
1973,"Top.1",0.0024857,"Top",1,"99-1",24857,24857,0.24669751601556
1974,"Top.1",0.0024876,"Top",1,"99-1",24876,24876,0.246886554994204
1975,"Top.1",0.0024714,"Top",1,"99-1",24714,24714,0.245274772071698
1976,"Top.1",0.002346,"Top",1,"99-1",23460,23460,0.232800149149906
1977,"Top.1",0.0023906,"Top",1,"99-1",23906,23906,0.237236537666947
1978,"Top.1",0.0022941,"Top",1,"99-1",22941,22941,0.227638124621695
1979,"Top.1",0.002436,"Top",1,"99-1",24360,24360,0.241752910088977
1980,"Top.1",0.0024341,"Top",1,"99-1",24341,24341,0.241563890666271
1981,"Top.1",0.0025288,"Top",1,"99-1",25288,25288,0.250985893126538
1982,"Top.1",0.0025663,"Top",1,"99-1",25663,25663,0.254717381215413
1983,"Top.1",0.0024722,"Top",1,"99-1",24722,24722,0.245354365061305
1984,"Top.1",0.0024809,"Top",1,"99-1",24809,24809,0.246219947066678
1985,"Top.1",0.0025073,"Top",1,"99-1",25073,25073,0.24884663316333
1986,"Top.1",0.0025108,"Top",1,"99-1",25108,25108,0.24919487850094
1987,"Top.1",0.0026159,"Top",1,"99-1",26159,26159,0.259653327138462
1988,"Top.1",0.0027934,"Top",1,"99-1",27934,27934,0.277321269233477
1989,"Top.1",0.0027807,"Top",1,"99-1",27807,27807,0.276056931509448
1990,"Top.1",0.0028127,"Top",1,"99-1",28127,28127,0.279242726015464
1991,"Top.1",0.0027616,"Top",1,"99-1",27616,27616,0.27415550785048
1992,"Top.1",0.0029193,"Top",1,"99-1",29193,29193,0.289856879187412
1993,"Top.1",0.002946,"Top",1,"99-1",29460,29460,0.292515751403635
1994,"Top.1",0.0029167,"Top",1,"99-1",29167,29167,0.289597970400266
1995,"Top.1",0.0029465,"Top",1,"99-1",29465,29465,0.292565544376505
1996,"Top.1",0.00302749991416931,"Top",1,"99-1",30274.9991416931,30274.9991416931,0.300632656845558
1997,"Top.1",0.00312370002269745,"Top",1,"99-1",31237.0002269745,31237.0002269745,0.310215321854967
1998,"Top.1",0.00322899997234344,"Top",1,"99-1",32289.9997234344,32289.9997234344,0.320706558731274
1999,"Top.1",0.00333009988069534,"Top",1,"99-1",33300.9988069534,33300.9988069534,0.33078142336733
2000,"Top.1",0.00341490000486374,"Top",1,"99-1",34149.0000486374,34149.0000486374,0.339233549130085
2001,"Top.1",0.00332370012998581,"Top",1,"99-1",33237.0012998581,33237.0012998581,0.330143611232162
2002,"Top.1",0.00320230007171631,"Top",1,"99-1",32023.0007171631,32023.0007171631,0.318046186425514
2003,"Top.1",0.00322959989309311,"Top",1,"99-1",32295.9989309311,32295.9989309311,0.320766336341775
2004,"Top.1",0.00335359990596771,"Top",1,"99-1",33535.9990596771,33535.9990596771,0.333123553809535
2005,"Top.1",0.0033976998925209,"Top",1,"99-1",33976.998925209,33976.998925209,0.337519077894254
2006,"Top.1",0.00348980009555817,"Top",1,"99-1",34898.0009555817,34898.0009555817,0.346700123584675
2007,"Top.1",0.00359510004520416,"Top",1,"99-1",35951.0004520416,35951.0004520416,0.357199070871047
2008,"Top.1",0.00381330013275146,"Top",1,"99-1",38133.0013275146,38133.0013275146,0.378961808256125
2009,"Top.1",0.00378470003604889,"Top",1,"99-1",37847.0003604889,37847.0003604889,0.376108762415512
2010,"Top.1",0.00395229995250702,"Top",1,"99-1",39522.9995250702,39522.9995250702,0.392830278388814
2011,"Top.1",0.00398009985685349,"Top",1,"99-1",39800.9985685349,39800.9985685349,0.39560443096756
2012,"Top.1",0.00418240010738373,"Top",1,"99-1",41824.0010738373,41824.0010738373,0.415796638536655
1917,"Bottom.90",0.992048763589313,"Bottom",90,"90-10",9920487.63589313,110227.640398813,13.8629559863998
1918,"Bottom.90",0.992223560691618,"Bottom",90,"90-10",9922235.60691618,110247.062299069,14.1770620109174
1919,"Bottom.90",0.992063412984322,"Bottom",90,"90-10",9920634.12984322,110229.268109369,13.8887493946226
1920,"Bottom.90",0.992274059546981,"Bottom",90,"90-10",9922740.59546981,110252.673282998,14.2704534099681
1921,"Bottom.90",0.992258994789496,"Bottom",90,"90-10",9922589.94789496,110250.999421055,14.2424654709519
1922,"Bottom.90",0.99213921774611,"Bottom",90,"90-10",9921392.1774611,110237.690860679,14.0237558171928
1923,"Bottom.90",0.992074668054116,"Bottom",90,"90-10",9920746.68054116,110230.51867268,13.9086311368865
1924,"Bottom.90",0.991931597938709,"Bottom",90,"90-10",9919315.97938709,110214.62199319,13.6600309647378
1925,"Bottom.90",0.991770123041417,"Bottom",90,"90-10",9917701.23041417,110196.680337935,13.3898332736326
1926,"Bottom.90",0.991697761071223,"Bottom",90,"90-10",9916977.61071223,110188.640119025,13.2721596022845
