year_round,country_code,value,over,fill,color,n,world,world_text,title,map_col,map_row
1976,COD,0.144366388,FALSE,0.144366388,NA,23,4,0K,1976 23,NA,NA
1976,COG,0.5196518005,FALSE,0.5196518005,NA,23,4,0K,1976 23,13,5
1976,COL,1.5116379085,FALSE,1.5116379085,NA,23,4,0K,1976 23,2,6
1976,COM,0.148935589,FALSE,0.148935589,NA,23,4,0K,1976 23,15,3
1976,CPV,0.2802743435,FALSE,0.2802743435,NA,23,4,0K,1976 23,7,14
1976,CRI,1.077041739,FALSE,1.077041739,NA,23,4,0K,1976 23,2,8
1976,CUB,2.9520281975,FALSE,2.9520281975,NA,23,4,0K,1976 23,2,15
1976,CYM,5.0513096105,FALSE,5.0513096105,NA,23,4,0K,1976 23,NA,NA
1976,CYP,3.87944528,FALSE,3.87944528,NA,23,4,0K,1976 23,13,15
1976,DJI,0.755152985,FALSE,0.755152985,NA,23,4,0K,1976 23,15,9
1976,DMA,0.376752501,FALSE,0.376752501,NA,23,4,0K,1976 23,NA,NA
1976,DNK,12.00474402,TRUE,10,black,23,4,0K,1976 23,11,22
1976,DOM,1.118316707,FALSE,1.118316707,NA,23,4,0K,1976 23,4,14
1976,DZA,2.3233764,FALSE,2.3233764,NA,23,4,0K,1976 23,10,14
1976,ECU,1.072374352,FALSE,1.072374352,NA,23,4,0K,1976 23,2,5
1976,EGY,0.891711415,FALSE,0.891711415,NA,23,4,0K,1976 23,13,13
1976,ESP,5.4251187895,FALSE,5.4251187895,NA,23,4,0K,1976 23,8,18
1976,ETH,0.033352103,FALSE,0.033352103,NA,23,4,0K,1976 23,15,8
1976,FIN,10.724271335000001,TRUE,10,black,23,4,0K,1976 23,13,25
1976,FJI,1.0524660815,FALSE,1.0524660815,NA,23,4,0K,1976 23,22,6
1976,FRA,9.025256228,FALSE,9.025256228,NA,23,4,0K,1976 23,8,20
1976,FRO,8.7573565005,FALSE,8.7573565005,NA,23,4,0K,1976 23,NA,NA
1976,GAB,8.9522817585,FALSE,8.9522817585,NA,23,4,0K,1976 23,12,5
1976,GBR,10.708205265,TRUE,10,black,23,4,0K,1976 23,8,22
1976,GHA,0.2688246405,FALSE,0.2688246405,NA,23,4,0K,1976 23,10,8
1976,GIB,2.5822397615,FALSE,2.5822397615,NA,23,4,0K,1976 23,NA,NA
1976,GIN,0.2038106025,FALSE,0.2038106025,NA,23,4,0K,1976 23,8,10
1976,GMB,0.1952911645,FALSE,0.1952911645,NA,23,4,0K,1976 23,8,12
1976,GNB,0.126045676,FALSE,0.126045676,NA,23,4,0K,1976 23,8,11
1976,GNQ,0.2499508895,FALSE,0.2499508895,NA,23,4,0K,1976 23,12,6
1976,GRC,4.859716777,FALSE,4.859716777,NA,23,4,0K,1976 23,13,16
1976,GRD,0.524975295,FALSE,0.524975295,NA,23,4,0K,1976 23,4,8
1976,GRL,9.5252116555,FALSE,9.5252116555,NA,23,4,0K,1976 23,NA,NA
1976,GTM,0.5327329569999999,FALSE,0.5327329569999999,NA,23,4,0K,1976 23,1,10
1976,GUY,2.4078976465,FALSE,2.4078976465,NA,23,4,0K,1976 23,4,6
1976,HKG,2.93667291,FALSE,2.93667291,NA,23,4,0K,1976 23,21,17
1976,HND,0.572097614,FALSE,0.572097614,NA,23,4,0K,1976 23,2,10
1976,HTI,0.130653356,FALSE,0.130653356,NA,23,4,0K,1976 23,3,14
1976,HUN,7.681737799,FALSE,7.681737799,NA,23,4,0K,1976 23,13,20
1976,IDN,0.530768363,FALSE,0.530768363,NA,23,4,0K,1976 23,20,8
1976,IND,0.42194794950000003,FALSE,0.42194794950000003,NA,23,4,0K,1976 23,18,13
1976,IRL,7.0329596985,FALSE,7.0329596985,NA,23,4,0K,1976 23,7,22
1976,IRN,4.6766456895,FALSE,4.6766456895,NA,23,4,0K,1976 23,16,15
1976,IRQ,3.7757758189999997,FALSE,3.7757758189999997,NA,23,4,0K,1976 23,16,14
1976,ISL,8.1712180625,FALSE,8.1712180625,NA,23,4,0K,1976 23,7,25
1976,ISR,5.528460858,FALSE,5.528460858,NA,23,4,0K,1976 23,14,14
1976,ITA,6.4788325239999995,FALSE,6.4788325239999995,NA,23,4,0K,1976 23,10,18
1976,JAM,3.5617079585,FALSE,3.5617079585,NA,23,4,0K,1976 23,2,13
1976,JOR,1.423308067,FALSE,1.423308067,NA,23,4,0K,1976 23,15,14
1976,JPN,8.136607935,FALSE,8.136607935,NA,23,4,0K,1976 23,23,19
1976,KEN,0.33869346600000005,FALSE,0.33869346600000005,NA,23,4,0K,1976 23,15,7
1976,KHM,0.0100505875,FALSE,0.0100505875,NA,23,4,0K,1976 23,20,11
1976,KIR,0.4884362025,FALSE,0.4884362025,NA,23,4,0K,1976 23,NA,NA
1976,KNA,0.8325621645000001,FALSE,0.8325621645000001,NA,23,4,0K,1976 23,NA,NA
1976,KOR,2.7530252180000003,FALSE,2.7530252180000003,NA,23,4,0K,1976 23,22,19
1976,KWT,15.922172405,TRUE,10,black,23,4,0K,1976 23,16,13
1976,LAO,0.07292606600000001,FALSE,0.07292606600000001,NA,23,4,0K,1976 23,20,13
1976,LBN,2.2484565425,FALSE,2.2484565425,NA,23,4,0K,1976 23,14,15
1976,LBR,0.8702523865,FALSE,0.8702523865,NA,23,4,0K,1976 23,8,8
1976,LBY,6.7602247155,FALSE,6.7602247155,NA,23,4,0K,1976 23,12,13
1976,LCA,0.687953203,FALSE,0.687953203,NA,23,4,0K,1976 23,4,9
1976,LKA,0.2023477175,FALSE,0.2023477175,NA,23,4,0K,1976 23,18,12
1976,LUX,31.532419150000003,TRUE,10,black,23,4,0K,1976 23,10,21
1976,MAC,1.1798341105,FALSE,1.1798341105,NA,23,4,0K,1976 23,21,16
1976,MAR,0.657835702,FALSE,0.657835702,NA,23,4,0K,1976 23,9,14
1976,MDG,0.11687441900000001,FALSE,0.11687441900000001,NA,23,4,0K,1976 23,15,2
1976,MDV,0.0897751115,FALSE,0.0897751115,NA,23,4,0K,1976 23,18,11
1976,MEX,2.968718602,FALSE,2.968718602,NA,23,4,0K,1976 23,1,16
1976,MLI,0.056714399,FALSE,0.056714399,NA,23,4,0K,1976 23,10,12
1976,MLT,2.5552861105,FALSE,2.5552861105,NA,23,4,0K,1976 23,10,17
1976,MMR,0.1635703565,FALSE,0.1635703565,NA,23,4,0K,1976 23,19,12
1976,MNG,3.039363328,FALSE,3.039363328,NA,23,4,0K,1976 23,20,20
1976,MOZ,0.2444160795,FALSE,0.2444160795,NA,23,4,0K,1976 23,14,3
1976,MRT,0.3870535315,FALSE,0.3870535315,NA,23,4,0K,1976 23,8,14
1976,MUS,0.6900608054999999,FALSE,0.6900608054999999,NA,23,4,0K,1976 23,16,1
1976,MWI,0.11013569949999999,FALSE,0.11013569949999999,NA,23,4,0K,1976 23,14,4
1976,MYS,1.8420354565000001,FALSE,1.8420354565000001,NA,23,4,0K,1976 23,20,10
1976,NCL,16.79447366,TRUE,10,black,23,4,0K,1976 23,22,5
1976,NER,0.06466628499999999,FALSE,0.06466628499999999,NA,23,4,0K,1976 23,11,12
1976,NGA,0.799664121,FALSE,0.799664121,NA,23,4,0K,1976 23,12,8
1976,NIC,0.8630885564999999,FALSE,0.8630885564999999,NA,23,4,0K,1976 23,2,9
1976,NLD,12.087490515,TRUE,10,black,23,4,0K,1976 23,10,22
1976,NOR,7.4832135235,FALSE,7.4832135235,NA,23,4,0K,1976 23,11,25
1976,NPL,0.02247727,FALSE,0.02247727,NA,23,4,0K,1976 23,18,14
1976,NRU,15.039445725,TRUE,10,black,23,4,0K,1976 23,NA,NA
1976,NZL,6.345359954499999,FALSE,6.345359954499999,NA,23,4,0K,1976 23,22,1
1976,OMN,8.8399131415,FALSE,8.8399131415,NA,23,4,0K,1976 23,17,10
1976,PAK,0.33782772299999997,FALSE,0.33782772299999997,NA,23,4,0K,1976 23,17,14
1976,PAN,1.949863982,FALSE,1.949863982,NA,23,4,0K,1976 23,2,7
1976,PER,1.4440654345000001,FALSE,1.4440654345000001,NA,23,4,0K,1976 23,2,4
1976,PHL,0.834678908,FALSE,0.834678908,NA,23,4,0K,1976 23,21,14
1976,PLW,12.125636031500001,TRUE,10,black,23,4,0K,1976 23,NA,NA
1976,PNG,0.525948672,FALSE,0.525948672,NA,23,4,0K,1976 23,21,8
1976,POL,11.84703525,TRUE,10,black,23,4,0K,1976 23,12,22
1976,PRT,2.4002053915,FALSE,2.4002053915,NA,23,4,0K,1976 23,7,18
1976,PRY,0.37806635450000003,FALSE,0.37806635450000003,NA,23,4,0K,1976 23,4,3
1976,PYF,1.9699628875,FALSE,1.9699628875,NA,23,4,0K,1976 23,23,4
1976,QAT,57.07452261,TRUE,10,black,23,4,0K,1976 23,16,11
1976,ROU,8.1545677395,FALSE,8.1545677395,NA,23,4,0K,1976 23,NA,NA
1976,RWA,0.058545439500000004,FALSE,0.058545439500000004,NA,23,4,0K,1976 23,14,6
1976,SAU,13.672346075,TRUE,10,black,23,4,0K,1976 23,15,12
1976,SDN,0.2223256505,FALSE,0.2223256505,NA,23,4,0K,1976 23,13,12
1976,SEN,0.3914402415,FALSE,0.3914402415,NA,23,4,0K,1976 23,8,13
1976,SGP,12.635951405,TRUE,10,black,23,4,0K,1976 23,20,9
1976,SLB,0.349337019,FALSE,0.349337019,NA,23,4,0K,1976 23,22,9
1976,SLE,0.1555123955,FALSE,0.1555123955,NA,23,4,0K,1976 23,8,9
1976,SLV,0.525004272,FALSE,0.525004272,NA,23,4,0K,1976 23,1,9
1976,SOM,0.13879439300000002,FALSE,0.13879439300000002,NA,23,4,0K,1976 23,16,8
1976,STP,0.3405593175,FALSE,0.3405593175,NA,23,4,0K,1976 23,11,6
1976,SUR,5.395819497,FALSE,5.395819497,NA,23,4,0K,1976 23,5,6
1976,SWE,10.569361585,TRUE,10,black,23,4,0K,1976 23,12,25
1976,SWZ,0.6228726325,FALSE,0.6228726325,NA,23,4,0K,1976 23,14,2
1976,SYC,1.3492083620000002,FALSE,1.3492083620000002,NA,23,4,0K,1976 23,NA,NA
1976,SYR,1.792189337,FALSE,1.792189337,NA,23,4,0K,1976 23,15,15
1976,TCD,0.045247051999999996,FALSE,0.045247051999999996,NA,23,4,0K,1976 23,12,12
1976,TGO,0.15719725,FALSE,0.15719725,NA,23,4,0K,1976 23,11,8
1976,THA,0.6936784364999999,FALSE,0.6936784364999999,NA,23,4,0K,1976 23,20,12
1976,TON,0.3267852915,FALSE,0.3267852915,NA,23,4,0K,1976 23,23,5
1976,TTO,15.541985435,TRUE,10,black,23,4,0K,1976 23,4,7
1976,TUN,1.077082698,FALSE,1.077082698,NA,23,4,0K,1976 23,11,14
1976,TUR,1.9093377834999998,FALSE,1.9093377834999998,NA,23,4,0K,1976 23,14,16
1976,TZA,0.143747352,FALSE,0.143747352,NA,23,4,0K,1976 23,15,5
1976,UGA,0.079603911,FALSE,0.079603911,NA,23,4,0K,1976 23,14,7
1976,URY,2.026511775,FALSE,2.026511775,NA,23,4,0K,1976 23,4,2
1976,USA,21.34504969,TRUE,10,black,23,4,0K,1976 23,2,19
1976,VCT,0.339738415,FALSE,0.339738415,NA,23,4,0K,1976 23,5,8
1976,VEN,4.3424754265,FALSE,4.3424754265,NA,23,4,0K,1976 23,3,6
1976,VGB,2.6022974889999997,FALSE,2.6022974889999997,NA,23,4,0K,1976 23,NA,NA
1976,VNM,0.289840012,FALSE,0.289840012,NA,23,4,0K,1976 23,20,14
1976,VUT,0.455207868,FALSE,0.455207868,NA,23,4,0K,1976 23,22,7
1976,WSM,0.419626775,FALSE,0.419626775,NA,23,4,0K,1976 23,23,6
1976,YEM,0.38742772150000004,FALSE,0.38742772150000004,NA,23,4,0K,1976 23,16,10
1976,ZAF,7.2115686310000005,FALSE,7.2115686310000005,NA,23,4,0K,1976 23,12,1
1976,ZMB,0.743780892,FALSE,0.743780892,NA,23,4,0K,1976 23,13,4
1976,ZWE,1.576621932,FALSE,1.576621932,NA,23,4,0K,1976 23,13,3
1978,AFG,0.165768121,FALSE,0.165768121,NA,23,4,0K,1978 23,17,15
1978,AGO,0.6415617204999999,FALSE,0.6415617204999999,NA,23,4,0K,1978 23,12,3
1978,ALB,2.714416779,FALSE,2.714416779,NA,23,4,0K,1978 23,12,16
1978,ARE,45.517354595,TRUE,10,black,23,4,0K,1978 23,17,11
1978,ARG,3.880741744,FALSE,3.880741744,NA,23,4,0K,1978 23,3,1
1978,ATG,6.118635746,FALSE,6.118635746,NA,23,4,0K,1978 23,NA,NA
1978,AUS,14.0994753,TRUE,10,black,23,4,0K,1978 23,20,3
1978,AUT,7.880109103000001,FALSE,7.880109103000001,NA,23,4,0K,1978 23,11,20
1978,BDI,0.026822927,FALSE,0.026822927,NA,23,4,0K,1978 23,14,5
1978,BEL,14.023145880000001,TRUE,10,black,23,4,0K,1978 23,9,21
1978,BEN,0.102179364,FALSE,0.102179364,NA,23,4,0K,1978 23,11,9
1978,BFA,0.057175796,FALSE,0.057175796,NA,23,4,0K,1978 23,10,10
1978,BGD,0.08100974,FALSE,0.08100974,NA,23,4,0K,1978 23,19,13
1978,BGR,9.1023307765,FALSE,9.1023307765,NA,23,4,0K,1978 23,14,19
1978,BHR,23.868447855,TRUE,10,black,23,4,0K,1978 23,16,12
1978,BHS,33.215105535,TRUE,10,black,23,4,0K,1978 23,3,16
1978,BLZ,1.5180464914999998,FALSE,1.5180464914999998,NA,23,4,0K,1978 23,2,11
1978,BMU,8.26209302,FALSE,8.26209302,NA,23,4,0K,1978 23,NA,NA
1978,BOL,0.9029649689999999,FALSE,0.9029649689999999,NA,23,4,0K,1978 23,3,4
1978,BRA,1.5610623815,FALSE,1.5610623815,NA,23,4,0K,1978 23,5,4
1978,BRB,2.458426421,FALSE,2.458426421,NA,23,4,0K,1978 23,5,9
1978,BRN,46.14487734,TRUE,10,black,23,4,0K,1978 23,21,9
1978,BTN,0.04195591,FALSE,0.04195591,NA,23,4,0K,1978 23,19,14
1978,BWA,0.9374192625,FALSE,0.9374192625,NA,23,4,0K,1978 23,13,2
1978,CAF,0.0570584665,FALSE,0.0570584665,NA,23,4,0K,1978 23,13,7
1978,CAN,17.756196435,TRUE,10,black,23,4,0K,1978 23,2,22
1978,CHE,6.530814647,FALSE,6.530814647,NA,23,4,0K,1978 23,9,20
1978,CHL,2.1699377185,FALSE,2.1699377185,NA,23,4,0K,1978 23,2,1
1978,CHN,1.5359381045,FALSE,1.5359381045,NA,23,4,0K,1978 23,20,18
1978,CIV,0.6593671755,FALSE,0.6593671755,NA,23,4,0K,1978 23,9,8
1978,CMR,0.23262519799999998,FALSE,0.23262519799999998,NA,23,4,0K,1978 23,12,7
1978,COD,0.144064841,FALSE,0.144064841,NA,23,4,0K,1978 23,NA,NA
1978,COG,0.190402081,FALSE,0.190402081,NA,23,4,0K,1978 23,13,5
1978,COL,1.6057926615,FALSE,1.6057926615,NA,23,4,0K,1978 23,2,6
1978,COM,0.08815801300000001,FALSE,0.08815801300000001,NA,23,4,0K,1978 23,15,3
1978,CPV,0.816407654,FALSE,0.816407654,NA,23,4,0K,1978 23,7,14
1978,CRI,1.245311552,FALSE,1.245311552,NA,23,4,0K,1978 23,2,8
1978,CUB,3.2017861955,FALSE,3.2017861955,NA,23,4,0K,1978 23,2,15
1978,CYM,6.0944731465,FALSE,6.0944731465,NA,23,4,0K,1978 23,NA,NA
1978,CYP,4.2943414985,FALSE,4.2943414985,NA,23,4,0K,1978 23,13,15
1978,DJI,0.867493259,FALSE,0.867493259,NA,23,4,0K,1978 23,15,9
1978,DMA,0.393114085,FALSE,0.393114085,NA,23,4,0K,1978 23,NA,NA
1978,DNK,12.143061424999999,TRUE,10,black,23,4,0K,1978 23,11,22
1978,DOM,1.09135763,FALSE,1.09135763,NA,23,4,0K,1978 23,4,14
1978,DZA,2.9325519415,FALSE,2.9325519415,NA,23,4,0K,1978 23,10,14
1978,ECU,1.4711005375,FALSE,1.4711005375,NA,23,4,0K,1978 23,2,5
1978,EGY,0.9670422270000001,FALSE,0.9670422270000001,NA,23,4,0K,1978 23,13,13
1978,ESP,5.458455105500001,FALSE,5.458455105500001,NA,23,4,0K,1978 23,8,18
1978,ETH,0.0468432335,FALSE,0.0468432335,NA,23,4,0K,1978 23,15,8
1978,FIN,11.163423885,TRUE,10,black,23,4,0K,1978 23,13,25
1978,FJI,1.2592762485,FALSE,1.2592762485,NA,23,4,0K,1978 23,22,6
1978,FRA,9.402180882,FALSE,9.402180882,NA,23,4,0K,1978 23,8,20
1978,FRO,10.253820126,TRUE,10,black,23,4,0K,1978 23,NA,NA
1978,GAB,10.1884434365,TRUE,10,black,23,4,0K,1978 23,12,5
1978,GBR,11.116343015,TRUE,10,black,23,4,0K,1978 23,8,22
1978,GHA,0.269418494,FALSE,0.269418494,NA,23,4,0K,1978 23,10,8
1978,GIB,2.6782779385,FALSE,2.6782779385,NA,23,4,0K,1978 23,NA,NA
1978,GIN,0.2081522875,FALSE,0.2081522875,NA,23,4,0K,1978 23,8,10
1978,GMB,0.248034125,FALSE,0.248034125,NA,23,4,0K,1978 23,8,12
1978,GNB,0.134519115,FALSE,0.134519115,NA,23,4,0K,1978 23,8,11
1978,GNQ,0.2686417845,FALSE,0.2686417845,NA,23,4,0K,1978 23,12,6
1978,GRC,5.23545163,FALSE,5.23545163,NA,23,4,0K,1978 23,13,16
1978,GRD,0.55730026,FALSE,0.55730026,NA,23,4,0K,1978 23,4,8
1978,GRL,9.754143062499999,FALSE,9.754143062499999,NA,23,4,0K,1978 23,NA,NA
1978,GTM,0.6280034999999999,FALSE,0.6280034999999999,NA,23,4,0K,1978 23,1,10
1978,GUY,2.3158425055,FALSE,2.3158425055,NA,23,4,0K,1978 23,4,6
1978,HKG,3.2987642045,FALSE,3.2987642045,NA,23,4,0K,1978 23,21,17
1978,HND,0.5672965464999999,FALSE,0.5672965464999999,NA,23,4,0K,1978 23,2,10
1978,HTI,0.1371513185,FALSE,0.1371513185,NA,23,4,0K,1978 23,3,14
1978,HUN,8.154626778,FALSE,8.154626778,NA,23,4,0K,1978 23,13,20
1978,IDN,0.663962947,FALSE,0.663962947,NA,23,4,0K,1978 23,20,8
1978,IND,0.43070236900000003,FALSE,0.43070236900000003,NA,23,4,0K,1978 23,18,13
1978,IRL,7.599324256499999,FALSE,7.599324256499999,NA,23,4,0K,1978 23,7,22
1978,IRN,4.4598134195,FALSE,4.4598134195,NA,23,4,0K,1978 23,16,15
1978,IRQ,3.6439332835,FALSE,3.6439332835,NA,23,4,0K,1978 23,16,14
1978,ISL,8.708483193,FALSE,8.708483193,NA,23,4,0K,1978 23,7,25
1978,ISR,5.645419095499999,FALSE,5.645419095499999,NA,23,4,0K,1978 23,14,14
1978,ITA,6.763245936500001,FALSE,6.763245936500001,NA,23,4,0K,1978 23,10,18
1978,JAM,4.166957493,FALSE,4.166957493,NA,23,4,0K,1978 23,2,13
1978,JOR,1.6399622225,FALSE,1.6399622225,NA,23,4,0K,1978 23,15,14
1978,JPN,8.0571025685,FALSE,8.0571025685,NA,23,4,0K,1978 23,23,19
1978,KEN,0.33734721700000003,FALSE,0.33734721700000003,NA,23,4,0K,1978 23,15,7
1978,KHM,0.005857452,FALSE,0.005857452,NA,23,4,0K,1978 23,20,11
1978,KIR,0.4101548885,FALSE,0.4101548885,NA,23,4,0K,1978 23,NA,NA
1978,KNA,0.799494089,FALSE,0.799494089,NA,23,4,0K,1978 23,NA,NA
1978,KOR,3.308314118,FALSE,3.308314118,NA,23,4,0K,1978 23,22,19
1978,KWT,15.350528425,TRUE,10,black,23,4,0K,1978 23,16,13
1978,LAO,0.0713231865,FALSE,0.0713231865,NA,23,4,0K,1978 23,20,13
1978,LBN,2.2794881394999997,FALSE,2.2794881394999997,NA,23,4,0K,1978 23,14,15
1978,LBR,0.958366893,FALSE,0.958366893,NA,23,4,0K,1978 23,8,8
1978,LBY,7.767869867,FALSE,7.767869867,NA,23,4,0K,1978 23,12,13
1978,LCA,1.0786114205,FALSE,1.0786114205,NA,23,4,0K,1978 23,4,9
1978,LKA,0.2481502915,FALSE,0.2481502915,NA,23,4,0K,1978 23,18,12
1978,LUX,33.069545225,TRUE,10,black,23,4,0K,1978 23,10,21
1978,MAC,1.760745257,FALSE,1.760745257,NA,23,4,0K,1978 23,21,16
1978,MAR,0.7509372885000001,FALSE,0.7509372885000001,NA,23,4,0K,1978 23,9,14
1978,MDG,0.128823683,FALSE,0.128823683,NA,23,4,0K,1978 23,15,2
1978,MDV,0.16951379300000002,FALSE,0.16951379300000002,NA,23,4,0K,1978 23,18,11
1978,MEX,3.4644560065,FALSE,3.4644560065,NA,23,4,0K,1978 23,1,16
1978,MLI,0.059823815,FALSE,0.059823815,NA,23,4,0K,1978 23,10,12
1978,MLT,2.9526208445,FALSE,2.9526208445,NA,23,4,0K,1978 23,10,17
1978,MMR,0.1590821235,FALSE,0.1590821235,NA,23,4,0K,1978 23,19,12
1978,MNG,3.716105926,FALSE,3.716105926,NA,23,4,0K,1978 23,20,20
1978,MOZ,0.242202305,FALSE,0.242202305,NA,23,4,0K,1978 23,14,3
1978,MRT,0.404229364,FALSE,0.404229364,NA,23,4,0K,1978 23,8,14
1978,MUS,0.685268854,FALSE,0.685268854,NA,23,4,0K,1978 23,16,1
1978,MWI,0.11107479449999999,FALSE,0.11107479449999999,NA,23,4,0K,1978 23,14,4
1978,MYS,1.8986927155000002,FALSE,1.8986927155000002,NA,23,4,0K,1978 23,20,10
1978,NCL,11.544587315000001,TRUE,10,black,23,4,0K,1978 23,22,5
1978,NER,0.0782591985,FALSE,0.0782591985,NA,23,4,0K,1978 23,11,12
1978,NGA,0.8407571395,FALSE,0.8407571395,NA,23,4,0K,1978 23,12,8
1978,NIC,0.70068563,FALSE,0.70068563,NA,23,4,0K,1978 23,2,9
1978,NLD,12.80580088,TRUE,10,black,23,4,0K,1978 23,10,22
1978,NOR,8.4902819635,FALSE,8.4902819635,NA,23,4,0K,1978 23,11,25
1978,NPL,0.029208699999999997,FALSE,0.029208699999999997,NA,23,4,0K,1978 23,18,14
1978,NRU,15.460501924999999,TRUE,10,black,23,4,0K,1978 23,NA,NA
1978,NZL,5.534589367000001,FALSE,5.534589367000001,NA,23,4,0K,1978 23,22,1
1978,OMN,7.3107381579999995,FALSE,7.3107381579999995,NA,23,4,0K,1978 23,17,10
1978,PAK,0.3654754575,FALSE,0.3654754575,NA,23,4,0K,1978 23,17,14
1978,PAN,1.5808751865,FALSE,1.5808751865,NA,23,4,0K,1978 23,2,7
1978,PER,1.3389967619999998,FALSE,1.3389967619999998,NA,23,4,0K,1978 23,2,4
1978,PHL,0.83115506,FALSE,0.83115506,NA,23,4,0K,1978 23,21,14
1978,PLW,9.6678278425,FALSE,9.6678278425,NA,23,4,0K,1978 23,NA,NA
1978,PNG,0.547715533,FALSE,0.547715533,NA,23,4,0K,1978 23,21,8
1978,POL,12.455257585,TRUE,10,black,23,4,0K,1978 23,12,22
1978,PRT,2.4851190865,FALSE,2.4851190865,NA,23,4,0K,1978 23,7,18
1978,PRY,0.45728834650000005,FALSE,0.45728834650000005,NA,23,4,0K,1978 23,4,3
1978,PYF,2.0480736029999997,FALSE,2.0480736029999997,NA,23,4,0K,1978 23,23,4
1978,QAT,62.383753395,TRUE,10,black,23,4,0K,1978 23,16,11
1978,ROU,8.854629086500001,FALSE,8.854629086500001,NA,23,4,0K,1978 23,NA,NA
1978,RWA,0.0600465305,FALSE,0.0600465305,NA,23,4,0K,1978 23,14,6
1978,SAU,14.15624785,TRUE,10,black,23,4,0K,1978 23,15,12
1978,SDN,0.1928472665,FALSE,0.1928472665,NA,23,4,0K,1978 23,13,12
1978,SEN,0.513531193,FALSE,0.513531193,NA,23,4,0K,1978 23,8,13
1978,SGP,14.623302495,TRUE,10,black,23,4,0K,1978 23,20,9
1978,SLB,0.391513987,FALSE,0.391513987,NA,23,4,0K,1978 23,22,9
1978,SLE,0.2140545275,FALSE,0.2140545275,NA,23,4,0K,1978 23,8,9
1978,SLV,0.5361901849999999,FALSE,0.5361901849999999,NA,23,4,0K,1978 23,1,9
1978,SOM,0.09239987,FALSE,0.09239987,NA,23,4,0K,1978 23,16,8
1978,STP,0.36127656350000004,FALSE,0.36127656350000004,NA,23,4,0K,1978 23,11,6
1978,SUR,6.481903089,FALSE,6.481903089,NA,23,4,0K,1978 23,5,6
1978,SWE,9.925333083000002,FALSE,9.925333083000002,NA,23,4,0K,1978 23,12,25
1978,SWZ,0.7698063625,FALSE,0.7698063625,NA,23,4,0K,1978 23,14,2
1978,SYC,1.5847408605,FALSE,1.5847408605,NA,23,4,0K,1978 23,NA,NA
1978,SYR,2.220013151,FALSE,2.220013151,NA,23,4,0K,1978 23,15,15
1978,TCD,0.045224508999999996,FALSE,0.045224508999999996,NA,23,4,0K,1978 23,12,12
1978,TGO,0.3305757875,FALSE,0.3305757875,NA,23,4,0K,1978 23,11,8
1978,THA,0.7817640809999999,FALSE,0.7817640809999999,NA,23,4,0K,1978 23,20,12
1978,TON,0.419191086,FALSE,0.419191086,NA,23,4,0K,1978 23,23,5
1978,TTO,15.09191659,TRUE,10,black,23,4,0K,1978 23,4,7
1978,TUN,1.32542699,FALSE,1.32542699,NA,23,4,0K,1978 23,11,14
1978,TUR,1.797768494,FALSE,1.797768494,NA,23,4,0K,1978 23,14,16
1978,TZA,0.1199709105,FALSE,0.1199709105,NA,23,4,0K,1978 23,15,5
1978,UGA,0.057333372,FALSE,0.057333372,NA,23,4,0K,1978 23,14,7
1978,URY,2.082247685,FALSE,2.082247685,NA,23,4,0K,1978 23,4,2
1978,USA,21.876720835,TRUE,10,black,23,4,0K,1978 23,2,19
1978,VCT,0.333174996,FALSE,0.333174996,NA,23,4,0K,1978 23,5,8
1978,VEN,4.928423155000001,FALSE,4.928423155000001,NA,23,4,0K,1978 23,3,6
1978,VGB,2.73488181,FALSE,2.73488181,NA,23,4,0K,1978 23,NA,NA
1978,VNM,0.301331834,FALSE,0.301331834,NA,23,4,0K,1978 23,20,14
1978,VUT,0.5449478409999999,FALSE,0.5449478409999999,NA,23,4,0K,1978 23,22,7
1978,WSM,0.653285578,FALSE,0.653285578,NA,23,4,0K,1978 23,23,6
1978,YEM,0.4121052295,FALSE,0.4121052295,NA,23,4,0K,1978 23,16,10
1978,ZAF,7.342967471,FALSE,7.342967471,NA,23,4,0K,1978 23,12,1
1978,ZMB,0.6326024275,FALSE,0.6326024275,NA,23,4,0K,1978 23,13,4
1978,ZWE,1.376007175,FALSE,1.376007175,NA,23,4,0K,1978 23,13,3
1980,AFG,0.1424157445,FALSE,0.1424157445,NA,23,4,0K,1980 23,17,15
1980,AGO,0.5849596235000001,FALSE,0.5849596235000001,NA,23,4,0K,1980 23,12,3
1980,ALB,2.314041112,FALSE,2.314041112,NA,23,4,0K,1980 23,12,16
1980,ARE,34.142873975,TRUE,10,black,23,4,0K,1980 23,17,11
1980,ARG,3.7219104649999997,FALSE,3.7219104649999997,NA,23,4,0K,1980 23,3,1
1980,ATG,1.701364645,FALSE,1.701364645,NA,23,4,0K,1980 23,NA,NA
1980,AUS,15.228708425,TRUE,10,black,23,4,0K,1980 23,20,3
1980,AUT,7.172319807,FALSE,7.172319807,NA,23,4,0K,1980 23,11,20
1980,BDI,0.036483183,FALSE,0.036483183,NA,23,4,0K,1980 23,14,5
1980,BEL,13.15142567,TRUE,10,black,23,4,0K,1980 23,9,21
1980,BEN,0.12570362300000001,FALSE,0.12570362300000001,NA,23,4,0K,1980 23,11,9
1980,BFA,0.071607821,FALSE,0.071607821,NA,23,4,0K,1980 23,10,10
1980,BGD,0.094247681,FALSE,0.094247681,NA,23,4,0K,1980 23,19,13
1980,BGR,8.8903350985,FALSE,8.8903350985,NA,23,4,0K,1980 23,14,19
